dci;libelle;prix_fcfa;liste
ATORVASTATINE;ATORVACOR 10 MG COMPRIME, BOÎTE DE 30;4132.59;diabete
ATORVASTATINE;LESSTROL 10 MG COMPRIME PELLICULE, BOÎTE DE 30;5250.00;diabete
ATORVASTATINE;TAVASTOR 10 MG COMPRIME PELLICULE, BOÎTE DE 30;5510.02;diabete
ATORVASTATINE;VASTATOR 10 MG COMPRIME PELLICULE, BOÎTE DE 30;5250.00;diabete
ATORVASTATINE;ATORVACOR 20 MG COMPRIME, BOÎTE DE 30;4821.29;diabete
ATORVASTATINE;LESSTROL 20 MG COMPRIME PELLICULE, BOÎTE DE 30;5670.00;diabete
ATORVASTATINE;TAVASTOR 20 MG COMPRIME PELLICULE, BOÎTE DE 30;5939.01;diabete
ATORVASTATINE;TORA 20 MG COMPRIME, BOÎTE DE 30;2037.00;diabete
ATORVASTATINE;VASTATOR 20 MG COMPRIME PELLICULE, BOÎTE DE 30;5670.00;diabete
ATORVASTATINE;TAVASTOR 40 MG COMPRIME, BOÎTE DE 30;6380.01;diabete
ATORVASTATINE;TORA 40 MG COMPRIME, BOÎTE DE 30;2864.40;diabete
ATORVASTATINE;VASTATOR 40 MG COMPRIME PELLICULE, BOÎTE DE 30;6300.00;diabete
ATORVASTATINE;TAVASTOR 80 MG COMPRIME PELLICULE, BOîTE DE 30;10820.00;diabete
ATORVASTATINE;TORA 80 MG COMPRIME, BOÎTE DE 30;4132.80;diabete
GLIBENCLAMIDE;DAONIL 5 MG COMPRIME, BOÎTE DE 100;8334.90;diabete
GLIBENCLAMIDE+METFORMINE;GLUCOVANCE 500 MG/2,5 MG COMPRIME PELLICULE, BOÎTE DE 30;4490.66;diabete
GLIBENCLAMIDE/METFORMINE;GLUCOVANCE 1000 MG/5 MG COMPRIME PELLICULE, BOÎTE DE 30;4917.71;diabete
GLIBENCLAMIDE/METFORMINE;GLUCOVANCE 500 MG/5 MG COMPRIME PELLICULE BOÎTE DE 30;4490.66;diabete
GLICLAZIDE;GLIDE 60 MG COMPRIME, À LIBERATION MODIFIEE BOÎTE DE 30;7782.92;diabete
GLICLAZIDE;SERGLIRON 60 MG COMPRIME SECABLE A LIBERATION PROLONGEE, BOÎTE DE 30;6295.22;diabete
GLIMEPIRIDE;IRYS 1 MG COMPRIME BOÎTE DE 30;3030.30;diabete
GLIMEPIRIDE;GLIMEPIRIDE-DENK 2 MG COMPRIME, BOÎTE DE 30;4270.28;diabete
GLIMEPIRIDE;GLIMIWEL 2 MG COMPRIME, BOÎTE DE 30;1515.36;diabete
GLIMEPIRIDE;IRYS 2 MG COMPRIME PELLICULE, BOÎTE DE 30;3150.00;diabete
GLIMEPIRIDE;GLIMEPIRIDE-DENK 3 MG COMPRIME, BOÎTE DE 30;5234.54;diabete
GLIMEPIRIDE;IRYS 3 MG COMPRIME PELLICULE, BOÎTE DE 30;5250.00;diabete
GLIMEPIRIDE/METFORMINE;GLIMERYL-M 2 MG/ 500 MG COMPRIME PELLICULE, BOîTE 30;4215.16;diabete
GLIMEPIRIDE/METFORMINE;METRIDE-2 500 MG/2 MG COMPRIME, BOÎTE DE 30;3780.00;diabete
INSULINE HUMAINE ISOPHANE;ACTRAPID 100 UI/ML SOL INJECTABLE S/C OU I.V, FLACON DE 10 ML;7576.80;diabete
INSULINE HUMAINE RECOMBINANTE;HUMODAR R 100R 100 UI/ML I.V/S.C SOLUTION INJECTABLE BOITE DE 1 CARTOUCHE;2617.44;diabete
INSULINE HUMAINE RECOMBINANTE;INSULATARD 100 UI/ML SOLUTION INJECTABLE S/C OU I.V, FLACON DE 10 ML;7576.80;diabete
INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE;HUMODAR C25 100R 100 UI/ML S.C SUSPENSION INJECTABLE BOITE DE 1 CARTOUCHE DE 10 ML;2617.44;diabete
INSULINE HUMAINE RECOMBINANTE ISOPHANE BIPHASIQUE;MIXTARD 30 100 UI/ML SOLUTION INJECTABLE S/C, FLACON DE 10 ML;7576.80;diabete
METFORMINE;METFORMIN-DENK 1000 MG COMPRIME, BOÎTE DE 30;2617.27;diabete
METFORMINE;METFORMINE BIOGARAN 1000 MG COMPRIME PELLICULE, BOÎTE DE 30;2089.69;diabete
METFORMINE;METFORMIN-DENK 500 MG COMPRIME PELLICULE, BOÎTE DE 100;3374.90;diabete
METFORMINE;DIAFORMINE 500 MG COMPRIME, BOÎTE DE 30;881.6;diabete
METFORMINE;GLUCOPHAGE 500 MG COMPRIME PELLICULE, BOÎTE DE 30;1212.21;diabete
METFORMINE;METFORMIN-DENK 500 COMPRIME, BOÎTE DE 30;1239.76;diabete
METFORMINE;METFORMINE BIOGARAN 500 MG COMPRIME PELLICULE, BOÎTE DE 30;870.58;diabete
METFORMINE;METFORMIN VIR 850 MG COMPRIME, BOîTE DE 50;3675.00;diabete
METFORMINE;METFORMINE BIOGARAN 850 MG COMPRIMÉ PELLICULE, BOÎTE DE 90;4683.53;diabete
METFORMINE;METFORMINE BIOGARAN 1000 MG COMPRIME, PELLICULES BOÎTE DE 90;5372.28;diabete
METFORMINE;METFORMIN-DENK 850 MG COMPRIME PELLICULE, BOÎTE DE 30;2341.77;diabete
METFORMINE;METFORMINE BIOGARAN 850 MG COMPRIME PELLICULE, BOÎTE DE 30;1793.53;diabete
ROSUVASTATINE;PMS-ROSUVASTATIN 10 MG COMPRIME PELLICULE, BOîTE DE 30;7562.52;diabete
ROSUVASTATINE;ROSUKAA 10 MG COMPRIME PELLICULE, BOîTE DE 30;7560.00;diabete
ROSUVASTATINE;ROSUVASTATINE BIOGARAN 10 MG COMPRIMÉ PELLICULE, BOÎTE DE 30;5510.04;diabete
ROSUVASTATINE;ROSUVASTATIN-DENK 10 MG COMPRIME PELLICULE, BOÎTE DE 30;7548.75;diabete
ROSUVASTATINE;PMS-ROSUVASTATIN 20 MG COMPRIME PELLICULE, BOîTE DE 30;9876.74;diabete
ROSUVASTATINE;ROSUKAA 20 MG COMPRIME PELLICULE, BOÎTE DE 30;9637.09;diabete
ROSUVASTATINE;ROSUVASTATIN-DENK 20 MG COMPRIME PELLICULE, BOÎTE DE 30;9862.97;diabete
ROSUVASTATINE;PMS-ROSUVASTATIN 5 MG COMPRIME PELLICULE, BOÎTE de 30;6515.63;diabete
ROSUVASTATINE;ROSUVASTATIN-DENK 5 MG COMPRIME PELLICULE, BOÎTE 30;6088.59;diabete
SITAGLIPTINE;GVIA 100 MG COMPRIME PELLICULE, BOÎTE DE 28;7770.00;diabete
SITAGLIPTINE;GVIA 50 MG COMPRIME PELLICULE, BOÎTE DE 28;4725.00;diabete
VILDAGLIPTINE;VILDA-DENK 50 MG COMPRIME, BOîTE DE 28;8265.06;diabete
VILDAGLIPTINE;GALVUS 50 MG COMPRIME, BOîTE DE 28;8851.50;diabete
VILDAGLIPTINE/METFORMINE;GALVUS MET 50 MG/500 MG COMPRIME, BOîTE DE 30;8946.00;diabete
VILDAGLIPTINE/METFORMINE;GALVUS MET 50 MG/850 MG COMPRIME, BOîTE DE 30;8946.00;diabete
AMLODIPINE;AMEP 5 MG COMPRIME, BOÎTE DE 28;4655.70;hypertension
AMLODIPINE;AMLODIPINE VIR 5 MG COMPRIME BOÎTE DE 30;3441.90;hypertension
AMLODIPINE;LOPINE 5 MG COMPRIME BOÎTE DE 30;3780.00;hypertension
AMLODIPINE;AMLO-DENK 5 MG COMPRIME, BOÎTE DE 50;4821.28;hypertension
AMLODIPINE;AMLODIPINE VIR 10 MG COMPRIME, BOÎTE DE 30;4130.70;hypertension
AMLODIPINE;AMLODIS 10 MG COMPRIME, BOÎTE DE 30;4410.00;hypertension
AMLODIPINE;AMLOTROY 10 MG COMPRIME, BOÎTE DE 30;3360.00;hypertension
AMLODIPINE;LOPINE 10 MG COMPRIME BOÎTE DE 30;4200.00;hypertension
AMLODIPINE;AMLO-DENK 10 MG COMPRIME, BOÎTE DE 50;8127.31;hypertension
AMLODIPINE/ATENOLOL;TENSICARD AM 50MG/5 MG COMPRIME, BOÎTE DE 30;7350.00;hypertension
AMLODIPINE/ATENOLOL;AMLONEX-AT 5 MG/50 MG COMPRIME, BOÎTE DE 100;6930.00;hypertension
AMLODIPINE/HYDROCHLOROTHIAZIDE/VALSARTAN;SARTEX HCT 5 MG/160 MG/12,5 MG COMPRIME PELLICULE, BOÎTE DE 30;11976.05;hypertension
AMLODIPINE/HYDROCHLOROTHIAZIDE/VALSARTAN;SARTEX HCT 5 MG/160 MG/25 MG COMPRIME PELLICULE, BOÎTE DE 30;12197.85;hypertension
AMLODIPINE/HYDROCHLOROTHIAZIDE/VALSARTAN;SARTEX HCT 10 MG/160 MG/12,5 MG COMPRIME PELIICULE, BOÎTE DE 30;13775.10;hypertension
AMLODIPINE/HYDROCHLOROTHIAZIDE/VALSARTAN;CARDIOVALAM H 10 MG/25 MG/160 MG COMPRIME, BOÎTE DE 30;13776.00;hypertension
AMLODIPINE/HYDROCHLOROTHIAZIDE/VALSARTAN;SARTEX HCT 10 MG/160 MG/25 MG COMPRIME PELLICULE, BOÎTE DE 30;13981.72;hypertension
AMLODIPINE/INDAPAMIDE;NATRIXAM 1,5 MG/10 MG COMPRIME PELLICULE A LIBERATION MODIFIEE, BOÎTE DE 30;7342.13;hypertension
AMLODIPINE/INDAPAMIDE;AMLOPAMIDE 5 MG/1,5 MG COMPRIME, BOÎTE DE 30;5510.02;hypertension
AMLODIPINE/INDAPAMIDE;NATRIXAM 1,5 MG/5 MG COMPRIME PELLICULE A LIBERATION MODIFIEE, BOÎTE DE 30;6501.85;hypertension
AMLODIPINE/INDAPAMIDE/PERINDOPRIL;SERINXAM 5 MG/1,25 MG/5 MG COMPRIME, BOÎTE DE 30;9642.57;hypertension
AMLODIPINE/LOSARTAN;RAASAR-AM 5 MG/50 MG COMPRIME, BOÎTE DE 30;4725.00;hypertension
AMLODIPINE/LOSARTAN;ZYLTAN AM 50 MG/5MG COMPRIME PELLICULE, BOÎTE DE 30;6300.00;hypertension
AMLODIPINE/PERINDOPRIL;SERPERAM 5 MG/5 MG COMPRIME, BOÎTE DE 30;7493.65;hypertension
AMLODIPINE/PERINDOPRIL;SERPERAM 10 MG/5 MG COMPRIME, BOÎTE DE 30;10193.57;hypertension
AMLODIPINE/PERINDOPRIL;SERPERAM 10 MG/10 MG COMPRIME, BOÎTE DE 30;10193.57;hypertension
AMLODIPINE/PERINDOPRIL;SERPERAM 5 MG/10 MG COMPRIME, BOÎTE DE 30;7039.07;hypertension
AMLODIPINE/TELMISARTAN;TELMIKAA AM 40MG/5 MG COMPRIME BICOUCHE, BOÎTE DE 30;7350.00;hypertension
AMLODIPINE/TELMISARTAN;TELMIS-A 40 MG/5 MG COMPRIME, BOÎTE DE 28;7350.00;hypertension
AMLODIPINE/TELMISARTAN;TELMIS-A 80 MG/5 MG COMPRIME, BOÎTE DE 28;7350.00;hypertension
AMLODIPINE/VALSARTAN;SARTEX 5 MG/160 MG COMPRIME, BOÎTE DE 30;10867.19;hypertension
AMLODIPINE/TELMISARTAN;AMLOTEL 10 MG/40 MG COMPRIME, PELLICULES BOÎTE DE 30;7370.16;hypertension
AMLODIPINE/VALSARTAN;SARTEX 10 MG/160 MG COMPRIME, BOÎTE DE 30;11215.70;hypertension
ATENOLOL;TENSICARD 50 MG COMPRIME SECABLE, BOÎTE DE 30;2100.00;hypertension
ATENOLOL;ATENOLOL-DENK 50 MG COMPRIME, BOÎTE DE 100;8540.56;hypertension
ATENOLOL;BLOKIUM 100 MG COMPRIME, BOÎTE DE 15;4116.00;hypertension
ATENOLOL;XYTENOL 100 MG COMPRIME SECABLE, BOÎTE DE 28;4710.51;hypertension
ATENOLOL/CHLORTALIDONE;TENORETIC 50 MG/12,5 MG COMPRIME PELLICULE, BOÎTE DE 30;5827.50;hypertension
BISOPROLOL;BISOPROLOL REF 2,5 MG COMPRIME PELLICULÉ SÉCABLE, BOÎTE DE 30;2341.77;hypertension
BISOPROLOL;BISOPROLOL REF 5 MG COMPRIME PELLICULÉ SÉCABLE, BOÎTE DE 30;2341.77;hypertension
BISOPROLOL;BISOPROLOL FUMARATE FIZA 5 MG COMPRIME, BOÎTE DE 30;1323.00;hypertension
BISOPROLOL;BISOPROLOL REF 10 MG COMPRIME PELLICULÉ SÉCABLE, BOÎTE DE 30;3443.77;hypertension
BISOPROLOL;BISOPROLOL FUMARATE FIZA 10 MG COMPRIME, BOÎTE DE 30;2268.00;hypertension
BISOPROLOL/PERINDOPRIL;COSYREL 5 MG/5 MG COMPRIME PELLICULE SECABLE BOÎTE DE 30;9036.46;hypertension
BISOPROLOL/HYDROCHLOROTHIAZIDE;BISOPROLOL/HYDROCHLOROTHIAZIDE BIOGARAN 2,5 MG/6,25 MG COMPRIME, BOÎTE DE 30;4752.72;hypertension
BISOPROLOL/HYDROCHLOROTHIAZIDE;BISOPROLOL/HYDROCHLOROTHIAZIDE BIOGARAN 5 MG/6,25 MG COMPRIME, BOÎTE DE 30;4752.72;hypertension
BISOPROLOL/HYDROCHLOROTHIAZIDE;BISOPROLOL/HYDROCHLOROTHIAZIDE BIOGARAN 10 MG/6,25 MG COMPRIME, BOÎTE DE 30;4752.72;hypertension
CAPTOPRIL;CAPTOPRIL-DENK 25 MG COMPRIME, BOÎTE DE 20;2066.26;hypertension
CAPTOPRIL;CAPTOPRIL-DENK 25 MG COMPRIME, BOÎTE DE 100;7438.55;hypertension
CAPTOPRIL/HYDROCHLOROTHIAZIDE;CAPTOPRIL+HCT DENK 50 MG/25 MG COMPRIME, BOÎTE DE 100;10744.58;hypertension
CAPTOPRIL/HYDROCHLOROTHIAZIDE;CAPTOPRIL+HCT DENK 50 MG/25 MG COMPRIME, BOÎTE DE 30;3374.90;hypertension
CAPTOPRIL/HYDROCHLOROTHIAZIDE;CARDIURINE 50 MG/25 MG COMPRIME, BOÎTE DE 30;4118.10;hypertension
ENALAPRIL;ENALAPRIL BIOGARAN 5 MG COMPRIME SÉCABLE, BOÎTE DE 28;2837.67;hypertension
ENALAPRIL;ENALAPRIL BIOGARAN 20 MG COMPRIME SECABLE, BOÎTE DE 28;3326.40;hypertension
ENALAPRIL;ENALAPRIL VIR 20 MG COMPRIME, BOÎTE DE 28;3360.00;hypertension
ENALAPRIL/HYDROCHLOROTHIAZIDE;ENA+HCT-DENK 20 MG/12,5 MG COMPRIME, BOÎTE DE 30;9229.31;hypertension
ENALAPRIL/HYDROCHLOROTHIAZIDE;ENALAPRIL HTZ VIR 20 MG/12,5 MGCOMPRIME, BOÎTE DE 28;3580.50;hypertension
ENALAPRIL/HYDROCHLOROTHIAZIDE;ENALAPRIL/HYDROCHLOROTHIAZIDE BIOGARAN 20 MG/12,5 MG COMPRIME, BOÎTE DE 28;3857.28;hypertension
FUROSEMIDE;FUROSEMIDE BIOGARAN 40 MG COMPRIME, BOÎTE DE 30;1873.54;hypertension
HYDROCHLOROTHIAZIDE;ESIDREX 25 MG COMPRIME, BOÎTE DE 20;2314.20;hypertension
HYDROCHLOROTHIAZIDE/IRBESARTAN;COAPROZAR 150 MG/12,5 MG COMPRIME, BOÎTE DE 30;5152.56;hypertension
HYDROCHLOROTHIAZIDE/IRBESARTAN;IRBESARTAN / HYDROCHLOROTHIAZIDE BIOGARAN 150 MG / 12,5 MG COMPRIME PELLICULÉ, BOÎTE DE 30;4544.40;hypertension
HYDROCHLOROTHIAZIDE/IRBESARTAN;COAPROZAR 300 MG/12,5 MG COMPRIME, BOÎTE DE 30;5424.51;hypertension
HYDROCHLOROTHIAZIDE/IRBESARTAN;IRBESARTAN / HYDROCHLOROTHIAZIDE BIOGARAN 300 MG / 12,5 MG COMPRIME PELLICULÉ, BOÎTE DE 30;4544.40;hypertension
HYDROCHLOROTHIAZIDE/IRBESARTAN;COAPROZAR 300 MG/25 MG COMPRIME, BOÎTE DE 30;5424.51;hypertension
HYDROCHLOROTHIAZIDE/IRBESARTAN;IRBESARTAN / HYDROCHLOROTHIAZIDE BIOGARAN 300 MG / 25 MG COMPRIME PELLICULÉ, BOÎTE DE 30;4544.40;hypertension
HYDROCHLOROTHIAZIDE/LOSARTAN;CO-LOSAR 50 MG/12,5 MG COMPRIME PELLICULÉ, BOÎTE DE 30;5460.00;hypertension
HYDROCHLOROTHIAZIDE/LOSARTAN;COLOSAR-DENK 50 MG/12,5 MG COMPRIME PELLICULÉ, BOÎTE DE 28;8953.81;hypertension
HYDROCHLOROTHIAZIDE/LOSARTAN;RAASAR-H 50 MG/12,5 MG COMPRIME, BOÎTE DE 30;3691.80;hypertension
HYDROCHLOROTHIAZIDE/LOSARTAN;ZYLTAN H 50 MG/12,5 MG COMPRIME PELLICULE, BOÎTE DE 30;5460.00;hypertension
HYDROCHLOROTHIAZIDE/LOSARTAN;HYZAAR 50 MG/12,5 MG COMPRIME PELLICULE, BOÎTE DE 28;6474.30;hypertension
HYDROCHLOROTHIAZIDE/LOSARTAN;COLOSAR-DENK 100 MG/12,5 MG COMPRIME PELLICULÉ, BOÎTE DE 28;13086.34;hypertension
HYDROCHLOROTHIAZIDE/RAMIPRIL;TRITAZIDE 5 MG/12,5 MG COMPRIME, BOÎTE DE 28;5508.30;hypertension
HYDROCHLOROTHIAZIDE/TELMISARTAN;TELMIS-H 40MG/12,5 MG COMPRIME, BOÎTE DE 28;8400.00;hypertension
HYDROCHLOROTHIAZIDE/TELMISARTAN;TELMIKAA H 40 MG/12,5 MG COMPRIME, BOÎTE DE 30;8400.00;hypertension
HYDROCHLOROTHIAZIDE/TELMISARTAN;TELMIS-H 80 MG/12,5 MG COMPRIME, BOÎTE DE 28;9450.00;hypertension
HYDROCHLOROTHIAZIDE/TELMISARTAN;TELMIS-H 80 MG/25 MG COMPRIME, BOÎTE DE 28;9765.00;hypertension
HYDROCHLOROTHIAZIDE/VALSARTAN;COTAREG 160 MG/25 MG COMPRIME, BOÎTE DE 28;9298.80;hypertension
HYDROCHLOROTHIAZIDE/NEBIVOLOL;HYDROCHLOROTHIAZIDE/NEBIVOLOL BIOGARAN 12,5 MG/5 MG COMPRIME, BOÎTE DE 30;4752.72;hypertension
HYDROCHLOROTHIAZIDE/NEBIVOLOL;HYDROCHLOROTHIAZIDE/NEBIVOLOL 25 MG/5 MG COMPRIME, BOÎTE DE 30;4752.72;hypertension
HYDROCHLOROTHIAZIDE/RAMIPRIL;RAMITHIAZIDE 5 MG/12,5 MG COMPRIME SECABLE, BOÎTE DE 30;3223.29;hypertension
HYDROCHLOROTHIAZIDE/RAMIPRIL;CORAPRIL 5 MG/25 MG COMPRIME, BOÎTE DE 30;5828.76;hypertension
INDAPAMIDE;FLUDEX 1,5 MG COMPRIME PELLICULE A LIBARATION PROLONGEE, BOÎTE DE 30;5248.31;hypertension
INDAPAMIDE;ADEX 2,5 MG COMPRIME, BOÎTE DE 30;5250.00;hypertension
INDAPAMIDE/PERINDOPRIL;SERDERAX 5 MG/1,25 MG COMPRIME PELLICULE, BOÎTE DE 30;7355.90;hypertension
INDAPAMIDE/PERINDOPRIL;SERDERAX 10 MG/2,5 MG COMPRIME PELLICULE, BOÎTE DE 30;8953.81;hypertension
IRBESARTAN;IRBESARTAN BIOGARAN 75 MG COMPRIME PELLICULÉ, BOÎTE DE 30;4545.79;hypertension
IRBESARTAN;IRBESARTAN BIOGARAN 150 MG COMPRIME PELLICULÉ, BOÎTE DE 30;4544.40;hypertension
IRBESARTAN;APROZAR 300 MG COMPRIME, BOÎTE DE 30;5351.01;hypertension
IRBESARTAN;IRBESARTAN BIOGARAN 300 MG COMPRIME PELLICULÉ, BOÎTE DE 30;4544.40;hypertension
LOSARTAN;LOSAR-DENK 25 MG COMPRIME, BOÎTE DE 28;3857.03;hypertension
LOSARTAN;LOSAR-DENK 50 MG COMPRIME, BOÎTE DE 28;4821.28;hypertension
LOSARTAN;LOSAR 50 MG COMPRIME, BOÎTE DE 30;5670.00;hypertension
LOSARTAN;RAASAR 50 MG USP COMPRIME, BOÎTE DE 30;3580.50;hypertension
LOSARTAN;ZYLTAN 50 MG COMPRIME PELLICULE, BOÎTE DE 30;5040.00;hypertension
LOSARTAN;LOSAR-DENK 100 MG COMPRIME, BOÎTE DE 30;6887.55;hypertension
METHYLDOPA;METHYLDOPA-GH 500 MG COMPRIME, BOÎTE DE 30;4339.15;hypertension
METOPROLOL;LOPRESSOR LP 200 MG COMPRIME, BOÎTE DE 30;7308.00;hypertension
NEBIVOLOL;NEBILUS 5 MG COMPRIME, BOÎTE DE 30;5939.01;hypertension
NEBIVOLOL;NEBIVOLOL BIOGARAN 5 MG COMPRIME QUADRISÉCABLE, BOÎTE DE 30;5785.54;hypertension
NICARDIPINE;LOXEN 20 MG COMPRIME, BOÎTE DE 30;5317.18;hypertension
NICARDIPINE;LOXEN 10 MG/10ML SOLUTION INJECTABLE, BOÎTE DE 5 AMPOULES DE 10ML;9435.93;hypertension
NIFEDIPINE;NIFEDI-DENK RETARD 10 MG COMPRIME À LIBERATION PROLONGÉE, BOÎTE DE 100;5372.29;hypertension
NIFEDIPINE;NIFEDI-DENK RETARD 20 MG COMPRIME À LIBERATION PROLONGÉE, BOÎTE DE 30;2410.64;hypertension
NIFEDIPINE;NIFEDI-DENK 20 MG RETARD COMPRIME PELLICULE, BOÎTE DE 100;7782.93;hypertension
PERINDOPRIL;COVERSYL 5 MG COMPRIME PELLICULE, BOÎTE DE 30;6295.22;hypertension
PERINDOPRIL;COVERSYL 10 MG COMPRIME PELLICULE, BOÎTE DE 30;8816.06;hypertension
PROPRANOLOL;PROPRANOLOL BIOGARAN 40 MG COMPRIME SECABLE, BOÎTE DE 50;1653.02;hypertension
RAMIPRIL;RAMIPRIL BIOGARAN 1,25 MG COMPRIME, BOÎTE DE 30;3595.54;hypertension
RAMIPRIL;RAMIPRIL BIOGARAN 5 MG COMPRIME, BOÎTE DE 30;4132.80;hypertension
RAMIPRIL;RAMIPRIL GH 5 MG COMPRIME, BOÎTE DE 30;4476.91;hypertension
RAMIPRIL;RAPRIL 10 MG COMPRIME, BOÎTE DE 30;7107.85;hypertension
SPIRONOLACTONE;SPIRONOLACTONE BIOGARAN 50 MG COMPRIME, BOÎTE DE 30;3430.22;hypertension
SPIRONOLACTONE;SPIRONOLACTONE BIOGARAN 75 MG COMPRIME, BOÎTE DE 30;4132.80;hypertension
TELMISARTAN;TELMIKAA 40 MG COMPRIME, BOÎTE DE 30;6888.00;hypertension
TELMISARTAN;TELOD 80 MG COMPRIME, BOÎTE DE 30;5510.04;hypertension
VALSARTAN;TAREG 80 MG COMPRIME, BOÎTE DE 28;8610.00;hypertension
NICARDIPINE;LOXEN LP 50 MG GELULE, BOÎTE DE 60;16722.95;hypertension
ACETYLSALICYLATE DE LYSINE;ASPEGIC PDR SOLU SAC 100MG ENF 20;;autres
ACETYLSALICYLATE DE LYSINE;ASPEGIC PDR SOLU SAC 250MG 20;;autres
ACIDE ACETYLSALICYLIQUE;ASPIRINE 100MG RPS CPR BT 20;;autres
ACIDE ACETYLSALICYLIQUE;ASPIRINE DU RHONE 500 MG CPR B30;;autres
ACIDE ACETYLSALICYLIQUE;ASPIRINE SPECIA 100MG CPR;;autres
PARACETAMOL;ALGESIC 500MG CPR SEC B/20;;autres
PARACETAMOL;ARCET 500MG CPR B/20;;autres
PARACETAMOL;ARCET SIROP 120MG 5ML 60ML;;autres
PARACETAMOL;CETAMYL PDR SOLU SAC 300MG 12;;autres
PARACETAMOL;CIPHACET 500MG CPR B/24;;autres
PARACETAMOL;CIPHACET 500MG CPR PQ10;;autres
PARACETAMOL;DOLIMEX PD SOL.BU.SA 1000MG 8;;autres
PARACETAMOL;DOLIMEX PD SOL.BU.SA 300MG 12;;autres
PARACETAMOL;DOLIPRANE PDR/SOL SACH 100MG ENF 12;;autres
PARACETAMOL;DOLIPRANE PDR/SOL SACH 300MG ENF 12 1.62G;;autres
PARACETAMOL;DOLIPRANE SUP ENF 100MG 10;;autres
PARACETAMOL;DOLIPRANE SUP ENF 200MG 10;;autres
PARACETAMOL;DOLYC 500MG CPR PELL B/20;;autres
PARACETAMOL;LIC PARAC 500MG CPR B/16;;autres
PARACETAMOL;LYTAMOL 500MG CPR SEC PQ 10;;autres
PARACETAMOL;PANOL 500MG CPR PQ 10;;autres
PARACETAMOL;PARACETAMOL CREAT 500MG CPR 10;;autres
PARACETAMOL;PARACETAMOL RPR CPR. 500MG PQ10;;autres
PARACETAMOL;PARACETAMOL TM 500MG CPR B/20;;autres
PARACETAMOL;PARACETAMOL UBI CP 500 MG PLAQUETTE DE 10;;autres
PARACETAMOL;PARACETAMOL UBI SIROP 120MG 5ML 60ML;;autres
PARACETAMOL;PARACETAMOL WINTHROP 500MG CPR B/20;;autres
PARACETAMOL;PARAMED 500MG CPR B/20;;autres
PARACETAMOL;PARAMED 500MG CPR PQ10;;autres
PARACETAMOL;PARAMED SOL.BUV 3% 100ML;;autres
PARACETAMOL;PARCEDOL 500MG CPR B/20;;autres
PARACETAMOL;PCM SUSP. 120MG 100ML;;autres
PARACETAMOL;PLAPAR SIROP 120MG 5ML 60ML;;autres
PARACETAMOL;REPAR 500MG CPR B/20;;autres
TRAMADOL;DOLEX MERINAL 50MG GEL B/30;;autres
TRAMADOL;OROZAMUDOL CPR ORODISP. 50MG 30;;autres
TRAMADOL;TRADOLAN CPR. PELLICU 50MG 20;;autres
ALBENDAZOLE;ABZ SUSP BUV FL/10 ML;;autres
ALBENDAZOLE;ALBELA CPR A CROQUE 400MG;;autres
ALBENDAZOLE;ALBENDAZOLE TM CPR. 400MG;;autres
ALBENDAZOLE;ALBENTOX CPR. 400MG 3;;autres
ALBENDAZOLE;ALBENTOX SUSP. BUV 400MG 15ML;;autres
ALBENDAZOLE;ALBETAP SUSP BUV. 400MG 10ML;;autres
ALBENDAZOLE;ALBEX CPR. 400MG;;autres
ALBENDAZOLE;BENDEX SUSP BUV 4% FL/10 ML;;autres
ALBENDAZOLE;CALBEN SIROP 400 MG / 10 ML FL/10 ML;;autres
ALBENDAZOLE;LICDAZOL 400MG SUSP BUV FL/10 ML;;autres
ALBENDAZOLE;SANIVER CPR. 400MG;;autres
ALBENDAZOLE;SANIVER SUSP. BUV 40MG 1ML 10ML;;autres
ALBENDAZOLE;SANOZOL CPR. 400MG 3;;autres
ALBENDAZOLE;VERZOL SUSP. BUV 4% 10ML;;autres
ALBENDAZOLE;ZEROVER SOL BUV FL/30 ML;;autres
FLUBENDAZOLE;FLUB SUSP. BUV 600MG 30ML;;autres
FLUBENDAZOLE;FLUVERMAL SUSP. BUV 100MG 5ML 30ML;;autres
MEBENDAZOLE;CARBEN SUSP. BUV 100MG 5ML 30ML;;autres
MEBENDAZOLE;MEBENDAZOLE UBI SUSP. BUV 100MG 5ML 30ML;;autres
MEBENDAZOLE;WORMIN SUSP. BUV 100MG 5ML 30ML;;autres
