dci;libelle;prix_fcfa;liste
DESLORATADINE;HISTAM CPR. PELLICU 5MG 15;;autres
DESLORATADINE;HISTAM SOL BUV .5MG 150ML;;autres
DESLORATADINE;LOREUS CPR. PELLICU 5MG 15;;autres
DESLORATADINE;LOREUS SOL BUV .5MG 1ML 60ML;;autres
DESLORATADINE;LORODES SOL.BUV .5MG 1ML 60ML;;autres
DESLORATADINE;LOTARIDEX CPR. 5MG 15;;autres
DESLORATADINE;ZENTREK SIROP 2.5MG 100ML;;autres
HYDROXYZINE;ATARAX 2MG/ML SP FV 200ML;;autres
HYDROXYZINE;ATARAX CPR. PELLICU 25MG 30;;autres
LORATADINE;ALLERTIN CPR. 10MG 10;;autres
LORATADINE;BILOR SIROP 60ML;;autres
LORATADINE;CLARTEC CPR. 10MG 30;;autres
LORATADINE;LORADINE SIROP .1% 60ML;;autres
LORATADINE;LORHIST SIROP 5MG 5ML 60ML;;autres
LORATADINE;LORINOL CPR A CROQUE 10MG 10;;autres
LORATADINE;LORIT CPR. 5MG 20;;autres
LORATADINE;LORIX CPR. 10MG 15;;autres
LORATADINE;ZIFAR CPR. 10MG 14;;autres
MEQUITAZINE;PRIMALAN CPR.SECAB 10MG 14;;autres
MEQUITAZINE;PRIMALAN CPR.SECAB 5MG 14;;autres
MEQUITAZINE;QUINTANA CPR. 10MG 14;;autres
MEQUITAZINE;QUINTANA CPR. 5MG 14;;autres
MEQUITAZINE;QUINTANA SUSP BUV. 2.5MG 5ML 60ML;;autres
PROMETHAZINE;PHENERGAN CREME 2% 30G;;autres
ATENOLOL;ATENOLOL DENK CP PELLICULE 50MG B/100;;autres
ATENOLOL;BLOKIUM CPR. 50MG 30;;autres
ATENOLOL;HYPOTEN CPR. 50MG 30;;autres
ATENOLOL;NOVATEN CPR. 50MG 28;;autres
ATENOLOL;TENORMINE CPR. PELLICU 50MG 30;;autres
ATENOLOL;TENSICARD CPR. 50MG 30;;autres
BISOPROLOL;BIBLOC CPR.PELLICU 5MG 30;;autres
BISOPROLOL;BISOPROLOL BGR CPR.PELL.SEC 10MG 30;;autres
BISOPROLOL;BISOPROLOL BGR CPR.PELL.SEC 5MG 30;;autres
BISOPROLOL;BISOPROLOL SANDOZ CPR. PELLICU 10MG 30;;autres
BISOPROLOL;BISOPROLOL SANDOZ CPR. PELLICU 10MG 30;;autres
BISOPROLOL;BISOPROLOL SANDOZ CPR. PELLICU 5MG 30;;autres
BISOPROLOL;BISOPROLOL-GH CPR. PELLICU 10MG 30;;autres
AMLODIPINE;AMADAY CPR. 10MG 60;;autres
AMLODIPINE;AMADAY CPR. 5MG 30;;autres
AMLODIPINE;AMAPINE CPR. 5MG 30;;autres
AMLODIPINE;AMCAN CPR. 10MG 30;;autres
AMLODIPINE;AMCAN CPR. 5MG 30;;autres
AMLODIPINE;AMCARD CPR. 5MG 28;;autres
AMLODIPINE;AMEP CPR. 10MG 28;;autres
AMLODIPINE;AMEP CPR. 5MG 14;;autres
AMLODIPINE;AMEP CPR. 5MG 28;;autres
AMLODIPINE;AMICAL CPR. 5MG 30;;autres
AMLODIPINE;AMLIBON CPR. 5MG 30;;autres
AMLODIPINE;AMLO-DENK CPR. 10MG PQ10;;autres
AMLODIPINE;AMLO-DENK CPR. 5MG PQ10;;autres
AMLODIPINE;AMLODIPINE BIOGAR. GELULE 10MG 30;;autres
AMLODIPINE;AMLODIPINE GH CPR. 10MG 28;;autres
AMLODIPINE;AMLODIPINE GH CPR. 5MG 28;;autres
AMLODIPINE;AMLODIS CPR. 10MG 30;;autres
AMLODIPINE;AMLODIS CPR. 5MG 30;;autres
AMLODIPINE;AMLOR GELULE 10MG 30;;autres
AMLODIPINE;AMLOSTAR CPR. 10MG 30;;autres
AMLODIPINE;AMLOSTAR CPR. 5MG 30;;autres
AMLODIPINE;AMLOTENSINE CPR. 10MG 30;;autres
AMLODIPINE;AMLOTENSINE CPR. 5MG 30;;autres
AMLODIPINE;AMLOTOME CPR. 5MG 100;;autres
AMLODIPINE;AMLOTROY CPR. 10MG 30;;autres
AMLODIPINE;AMLOVAS CPR. 5MG 30;;autres
AMLODIPINE;ANGLOR CPR. 5MG 28;;autres
AMLODIPINE;CALCHEK CPR. 10MG 30;;autres
AMLODIPINE;CALCHEK CPR. 5MG 30;;autres
AMLODIPINE;CALCINIB CPR. 10MG 28;;autres
AMLODIPINE;CALCINIB CPR. 5MG 28;;autres
AMLODIPINE;LOPINE CPR. 5MG 30;;autres
CAPTOPRIL;CAPEN CPR.SECAB 25MG 30;;autres
CAPTOPRIL;CAPTOPRIL DENK CPR. 25MG 20;;autres
CAPTOPRIL;CAPTOPRIL DENK CPR. 25MG PQ10;;autres
ALPHA AMYLASE;MAXILASE 200U/ML SIROP FL125ML;;autres
ALPHA AMYLASE;MAXILASE 3000 CPR DRG BT 24;;autres
ACIDE NIFLUMIQUE;ECONIF 250MG GEL B/10;;autres
ACIDE NIFLUMIQUE;NIFLURIL 250MG GEL B/30;;autres
ACIDE NIFLUMIQUE;NIFLURIL 400MG ENF SUPPO SEC B;;autres
ACIDE NIFLUMIQUE;NIFLURIL 700MG AD SUPPO B/8;;autres
CELECOXIB;CELECOXIB BGR GELULES 200 mg;;autres
CELECOXIB;CELECOXIB TEDIS GELULES 200 mg;;autres
CELECOXIB;EXXIB GELULES 200 mg;;autres
CELECOXIB;INICOX GELULES 200 mg;;autres
CELECOXIB;OXICEB GELULES 200 mg;;autres
CELECOXIB;PLENCOXIB GELULES 200 mg;;autres
DICLOFENAC;CATAFLAM SUSP. BUV 1.8MG 1ML 120ML;;autres
DICLOFENAC;DEKLOMOL 50MG CPR PQ10;;autres
DICLOFENAC;DICLO DENK 50MG CPR B/20;;autres
DICLOFENAC;DICLO DENK 50MG CPR PQ10;;autres
DICLOFENAC;DICLOAS 50MG CPR ENR GAST RES;;autres
DICLOFENAC;DICLOFEN 100MG SUPPO B/10;;autres
DICLOFENAC;DICLOFEN 50MG CPR ENR B/30;;autres
DICLOFENAC;DICLOFENAC SODIUM TM 50MG CPR;;autres
DICLOFENAC;DIFENASOL COLLYRE .1% 5ML;;autres
DICLOFENAC;DOLEX 50MG CPR B/30;;autres
DICLOFENAC;VOTREX 50MG CPR B/20;;autres
DOMPERIDONE;CINET SIROP 1MG 1ML 200ML;;autres
DOMPERIDONE;DOMPY SUSP. ORAL 1MG 1ML 200ML;;autres
DOMPERIDONE;EVIDAN SUSP BUV. 1MG 1ML 200ML;;autres
DOMPERIDONE;EVIDAN SUSP BUV. 1MG 1ML 200ML;;autres
DOMPERIDONE;MOTILIUM SUSP. ORAL 5MG 5ML 200ML;;autres
DOMPERIDONE;NAUSELIUM SUSP. BUV 1MG 1ML 200ML;;autres
DOMPERIDONE;PERIDYS SUSP. BUV 5MG 5ML 200ML;;autres
IBUPROFENE;ANTAFENE 400MG CPR PELL B/20;;autres
IBUPROFENE;ANTAFENE BUV PED 100MG 5ML 90ML;;autres
IBUPROFENE;APIFEN CPR. 400MG 30;;autres
IBUPROFENE;BUFENOL SUSP BUV FL/120 ML;;autres
IBUPROFENE;CREAFEN 400MG CPR PELL B/30;;autres
IBUPROFENE;DOLVEN 400MG CPR PELL B/20;;autres
IBUPROFENE;DOLVEN SIROP 100MG 5ML 120ML;;autres
IBUPROFENE;IBUDOL 100MG 5ML 100ML;;autres
IBUPROFENE;IBUDOL 400MG CPR B/20;;autres
IBUPROFENE;IBUPROFEN GH 100MG 5ML 200ML;;autres
IBUPROFENE;IBUPROFENE AFRICURE 400MG CPR;;autres
IBUPROFENE;IBUPROFENE BIOG 400MG CPR PELL;;autres
IBUPROFENE;IBUPROFENE CREAT 400MG CPR 10;;autres
IBUPROFENE;IBUPROFENE DENK 400MG CPR10;;autres
IBUPROFENE;IBUPROFENE IG 400MG CAPS MOLLE;;autres
IBUPROFENE;KALFEN 100MG 5ML 60ML;;autres
IBUPROFENE;KALFEN 400MG CPR PELL 10;;autres
IBUPROFENE;NUREFLEX CPR. ENROB. 400MG 20;;autres
IBUPROFENE;NUREFLEX CPR. ENROB. 400MG 24;;autres
IBUPROFENE;NUROFENFEM CPR. PELLICU 400MG 12;;autres
IBUPROFENE;PEDIFEN ENF 100MG 5ML 100ML;;autres
IBUPROFENE;SPEDIFEN CPR. PELLICU 400MG 12;;autres
IBUPROFENE;TASKINE CAPS MOLLE 400MG 20;;autres
IBUPROFENE;TRIFENE BUV 100MG 5ML 200ML;;autres
INDOMETACINE;RECTOFLAM SUPPO 100MG 10;;autres
KETOPROFENE;AXEN SUP AD 100MG 10;;autres
KETOPROFENE;KETOFLEX SUPPO 100MG 10;;autres
KETOPROFENE;KETONAL 100MG CPR B/20;;autres
KETOPROFENE;KETONAL SUPPO 100MG 12;;autres
KETOPROFENE;KETOPROFEN GH 100MG CPR B/30;;autres
KETOPROFENE;KETOPROFEN GH SUP 100MG 12;;autres
KETOPROFENE;KETOPROFENE UBI 100MG CPR 10 B;;autres
KETOPROFENE;PROFENID SUP AD 100MG 12;;autres
KETOPROFENE;PROKEFEN 100MG CPR DISP B/30;;autres
KETOPROFENE;PROKEFEN SUPPO 100MG 10;;autres
ARTESUNATE;ALLNAT F.IV LYOPH 120MG;;autres
ARTESUNATE;ALLNAT F.IV LYOPH 60MG;;autres
ARTESUNATE;AQUANATE AMP. INJ. 60MG;;autres
ARTESUNATE;ARTEGEN FL.POUDRE 60MG 2ML;;autres
ARTESUNATE;ARTESUN FL.POUDRE 120MG;;autres
ARTESUNATE;ARTESUN FL.POUDRE 30MG;;autres
ARTESUNATE;ARTESUN FL.POUDRE 60MG;;autres
ARTESUNATE;ARTESUPPO SUP.SECABL. 100MG B/6;;autres
ARTESUNATE;ARTESUPPO SUP.SECABL. 200MG B/6;;autres
ARTESUNATE;ARTESUPPO SUP.SECABL. 50MG B/6;;autres
ARTESUNATE;CIELSUNATE PDR INJ+SOLV 120MG;;autres
ARTESUNATE;CIELSUNATE PDR INJ+SOLV 60MG;;autres
ARTESUNATE;GEN-M FL.POUDRE 120MG;;autres
ARTESUNATE;GEN-M FL.POUDRE 120MG;;autres
ARTESUNATE;GEN-M FL.POUDRE 30MG;;autres
ARTESUNATE;GEN-M FL.POUDRE 30MG;;autres
ARTESUNATE;GEN-M FL.POUDRE 60MG;;autres
ARTESUNATE;GEN-M FL.POUDRE 60MG;;autres
ARTESUNATE;LARINATE FL.POUDRE 60MG;;autres
ARTESUNATE;MALAVAN FL.POUDRE 120MG;;autres
ARTESUNATE;MALAVAN FL.POUDRE 60MG;;autres
ARTESUNATE;MALAVAN PDR SOL INJ 30MG;;autres
ARTESUNATE;MALAVAN SUP 50MG 2;;autres
ARTESUNATE;PHARSUNATE PD.SOL IM/IV 120MG;;autres
ARTESUNATE;PLASMOTRIM RECTOCAPS 50MG B/6;;autres
ARTESUNATE;RAPINATE AMP. INJ. 120MG 1ML;;autres
ARTESUNATE;RAPINATE AMP. INJ. 60ML;;autres
ARTESUNATE;SUNATE PDR V. IM/IV 60MG;;autres
ARTESUNATE;SUNAVEINE FL + SOLV 120MG;;autres
ARTESUNATE + MEFLOQUINE;ARTEQUIN LACT.300/375MG B/6;;autres
ARTESUNATE + MEFLOQUINE;ARTEQUIN LACT.600/750MG B/6;;autres
ARTESUNATE + PYRONARIDINE;PYRAMAX CPR 180MG/ 60MG B/6;;autres
ARTESUNATE + PYRONARIDINE;PYRAMAX S.BUV 60MG/ 20MG B/6;;autres
DIHYDROARTEMISININ + PIPERAQUINE;ASARTEM-P CPR. 40MG/ 320MG 9;;autres
DIHYDROARTEMISININ + PIPERAQUINE;ASARTEM-P PD S/BUV 90/ 720MG 60ML;;autres
DIHYDROARTEMISININ + PIPERAQUINE;COMBICURE SP CP.PEL 40MG/ 320MG 9;;autres
DIHYDROARTEMISININ + PIPERAQUINE;COMBICURE SP SUSP 90MG/ 720MG 5ML 60ML;;autres
DIHYDROARTEMISININ + PIPERAQUINE;DARTE Q GELULE 8;;autres
DIHYDROARTEMISININ + PIPERAQUINE;D-ARTEPP CPR PELL20MG 160MG 6;;autres
DIHYDROARTEMISININ + PIPERAQUINE;D-ARTEPP CPR PELL40MG 320MG 6;;autres
DIHYDROARTEMISININ + PIPERAQUINE;D-ARTEPP CPR PELL40MG 320MG 9;;autres
DIHYDROARTEMISININ + PIPERAQUINE;D-ARTEPP CPR PELL80MG 640MG 6;;autres
DIHYDROARTEMISININ + PIPERAQUINE;DIARTEM IG CP.PEL 120/ 960MG 3;;autres
DIHYDROARTEMISININ + PIPERAQUINE;DIARTEM IG CP.PEL 320/ 40MG 12;;autres
DIHYDROARTEMISININ + PIPERAQUINE;DIARTEM IG CPR. PELLICU 1G ADLT 3;;autres
DIHYDROARTEMISININ + PIPERAQUINE;DIARTEM IG PD P/SUS.BUV 120ML;;autres
DIHYDROARTEMISININ + PIPERAQUINE;DIP 3 CPR SEC 40/ 320MG 9;;autres
DIHYDROARTEMISININ + PIPERAQUINE;DIPHOS CPR. 40MG/ 320MG 9;;autres
DIHYDROARTEMISININ + PIPERAQUINE;DUO COTECXIN CPR. 40MG/ 320MG 9;;autres
DIHYDROARTEMISININ + PIPERAQUINE;DUOCOTEXCIN CPR. 320MG 8 /40;;autres
DIHYDROARTEMISININ + PIPERAQUINE;DUOQUIN CP.PEL 320/ 40MG 8;;autres
DIHYDROARTEMISININ + PIPERAQUINE;DUOTAB CPR. 40MG/ 320MG 9;;autres
DIHYDROARTEMISININ + PIPERAQUINE;DYARIAM CPR. 40MG/ 320MG 10;;autres
DIHYDROARTEMISININ + PIPERAQUINE;EURARTESIM CP.PEL 40MG/ 320MG 9;;autres
DIHYDROARTEMISININ + PIPERAQUINE;EURARTESIM CP.PEL320MG/ 40MG 12;;autres
DIHYDROARTEMISININ + PIPERAQUINE;MALACUR CP.DIS 20MG/ 160MG 6;;autres
DIHYDROARTEMISININ + PIPERAQUINE;MALACUR CPR. 40MG/ 320MG 12;;autres
DIHYDROARTEMISININ + PIPERAQUINE;MALACUR CPR. 40MG/ 320MG 9;;autres
DIHYDROARTEMISININ + PIPERAQUINE;MALACUR SUS B 90MG/ 720MG 5ML 60ML;;autres
DIHYDROARTEMISININ + PIPERAQUINE;PLASMOCUR CPR. 20MG/ 160MG 6;;autres
DIHYDROARTEMISININ + PIPERAQUINE;PLASMOCUR CPR. 40MG/ 320MG 12;;autres
DIHYDROARTEMISININ + PIPERAQUINE;PLASMOCUR CPR. 40MG/ 320MG 6;;autres
DIHYDROARTEMISININ + PIPERAQUINE;PLASMOCUR CPR. 40MG/ 320MG 9;;autres
DIHYDROARTEMISININ + PIPERAQUINE;PLASMOCUR CPR. 80MG/ 640MG 6;;autres
DIHYDROARTEMISININ + PIPERAQUINE;PLASMOCUR CPR. 80MG/ 640MG 8;;autres
DIHYDROARTEMISININ + PIPERAQUINE;PLASMOCUR SUSP BUV. 60ML;;autres
DIHYDROARTEMISININ + PIPERAQUINE;PLASMOCUR SUSP BUV. 90ML;;autres
DIHYDROARTEMISININ + PIPERAQUINE;RIDMAL CP.PEL 40MG/ 320MG 12;;autres
DIHYDROARTEMISININ + PIPERAQUINE;RIDMAL CP.PEL 40MG/ 320MG 3;;autres
DIHYDROARTEMISININ + PIPERAQUINE;RIDMAL CP.PEL 40MG/ 320MG 6;;autres
DIHYDROARTEMISININ + PIPERAQUINE;RIDMAL CP.PEL 40MG/ 320MG 9;;autres
DIHYDROARTEMISININ + PIPERAQUINE;RIDMAL CPR. 120MG/ 960MG 3;;autres
DIHYDROARTEMISININ + PIPERAQUINE;RIDMAL CPR. 80MG/ 640MG 3;;autres
DIHYDROARTEMISININ + PIPERAQUINE;RIDMAL CPR. 80MG/ 640MG 6;;autres
DIHYDROARTEMISININ + PIPERAQUINE;RIDMAL DT CPR 20MG/ 160MG 3;;autres
DIHYDROARTEMISININ + PIPERAQUINE;RIDMAL DT CPR. 40MG/ 320MG 3;;autres
QUININE;ARSIQUINOFORME CPR. PELLICU 250MG 15;;autres
QUININE;QUINEX CPR. PELLICU 300MG 18;;autres
QUININE;QUININE SULF APH CPR. 300MG 20;;autres
QUININE;QUININE SULFAT CRE CPR. 300MG 10;;autres
QUININE;SURQUINA CPR. 250MG 18;;autres
SULFADOXINE + PYRIMETHAMINE;COMBIMAL CPR. 500MG 50 /25;;autres
SULFADOXINE + PYRIMETHAMINE;FANSIDAR CPR. 150 B3;;autres
SULFADOXINE + PYRIMETHAMINE;LARIDOX CPR. 525MG 3;;autres
SULFADOXINE + PYRIMETHAMINE;MADAR CPR. 3;;autres
SULFADOXINE + PYRIMETHAMINE;MALOXINE CPR.SECAB 3;;autres
SULFADOXINE + PYRIMETHAMINE;PALUXINE SULF/PYRI CPR. 25MG/ 500MG 3;;autres
SULFADOXINE + PYRIMETHAMINE;SP-LIC CPR. 525MG 3;;autres
BENZOATE DE BENZYLE;ASCALOL LOTION 25% 125ML;;autres
BENZYDAMINE;C-PLUS BAIN BOUCHE 120ML;;autres
BENZYDAMINE;VERAX BLEU COLUT 15% 120ML;;autres
BENZYDAMINE;VERAX BLEU COLUT 15% 30ML;;autres
HEXAMIDINE;HEXOMEDINE SOL. LOCALE .1% 250ML;;autres
POLIVIDONE IODEE;BETADINE SOL GYNECO 10% 125ML;;autres
POLIVIDONE IODEE;BETADINE SOL. LOCALE 10% 125ML;;autres
POLIVIDONE IODEE;BETADINE SOL.SCRUB 4% 125ML;;autres
POLIVIDONE IODEE;PYODINE SOL. 10% 60ML;;autres
POLIVIDONE IODEE;PYODINE SURGIC.SCRUB 10% 60ML;;autres
PHLOROGLUCINOL;KINAFON CPR. ENROB. 80MG 30;;autres
PHLOROGLUCINOL;SPASMOCALM CPR ORODISP. 80MG 20;;autres
PHLOROGLUCINOL;SPASMOSYL CPR. DISPERS 80MG 20;;autres
TRIMEBUTINE;DEBRIDAT CPR. PELLICU 100MG 30;;autres
TRIMEBUTINE;DEBRIDAT CPR. PELLICU 200MG 30;;autres
TRIMEBUTINE;DEBRIDAT PD P/SUS.BUV 7.87MG 1ML 250ML;;autres
TRIMEBUTINE;DIGESTAT SUPPO 100MG 10;;autres
TRIMEBUTINE;SPASMOBUTINE GRAN/SUS.BUV 250ML;;autres
TRIMEBUTINE;TRIBUTINE GRAN/SUS.BUV .787% 250ML;;autres
TIEMONIUM;VISCERALGINE CPR. PELLICU 50MG 30;;autres
TIEMONIUM;VISCERALGINE SIROP 10MG 5ML 150ML;;autres
TIEMONIUM;VISCERALGINE SUP AD 20MG 20;;autres
PHOLCODINE;BIOCALYPTOL SP 131% 200ML;;autres
OMEPRAZOLE;DAFRAZOL GELULE 20MG 28;;autres
OMEPRAZOLE;GASPRAL GELULE 20MG 30;;autres
OMEPRAZOLE;IPEPRAZOLE CPR.ENR.GAST 20MG 14;;autres
OMEPRAZOLE;IPP GELULE 20MG 28;;autres
OMEPRAZOLE;LOMAC GELULE 20 MG B/14;;autres
OMEPRAZOLE;OMEGEN GELULE MCGR 20MG 28;;autres
OMEPRAZOLE;OMEPRAZOLE UBI 20MG CPR.10;;autres
OMEPRAZOLE;OMETIL GELULE 20MG 10;;autres
OMEPRAZOLE;OMIZEC GELULE 20MG 28;;autres
OMEPRAZOLE;OPRAZOLE CPR. 20MG 28;;autres
OMEPRAZOLE;SEZOL GELULE 20MG 30;;autres
OMEPRAZOLE;T-OCID GELULE 20MG 10;;autres
OMEPRAZOLE;ULCIZONE GELULE 20MG 14;;autres
CYANOCOBALAMINE;VITAMINE B12 COLLYRE .5% 5ML;;autres
XYLENE;CERULYSE GTTES OTO. 5% 10ML;;autres
BETAMETHASONE;ALERGOSONE GTTESBUV 5MG 1ML 30ML;;autres
BETAMETHASONE;BETAMED SUSP BUV GTT 30ML;;autres
BETAMETHASONE;BETAMETHASONE ARR GTTES 05% 30ML;;autres
BETAMETHASONE;BETASONE GTTESBUV 5MG 1ML 30ML;;autres
BETAMETHASONE;BETASTENE CPR. DISPERS 2MG 20;;autres
BETAMETHASONE;BETASTENE GTTESBUV 5% 30ML;;autres
BETAMETHASONE;CELESTENE CPR. DISPERS 2MG 20;;autres
BETAMETHASONE;CELESTENE GTTESBUV 5MG 1ML 30ML;;autres
DESONIDE;LOCAPRED CREME 0.1% T/15 G;;autres
DESONIDE;LOCATOP 0.1% CREME TB 30G;;autres
DESONIDE;TRIDESONIT CREME T/30 G;;autres
DEXAMETHASONE;DEXAMEX 0.1% COLL F/5ML;;autres
DEXAMETHASONE;MAXIDEX CY 0.1% FL/3 ML;;autres
DEXAMETHASONE + OXYTETRACYCLINE;STERDEX POMMADE OPHTALMIQUE;;autres
METHYLPREDNISOLONE;MEDROL CPR.SECAB 4MG 30;;autres
PREDNISOLONE;CORTANCYL 20MG CPR B/20;;autres
PREDNISOLONE;CORTANCYL 5MG CPR BT 30;;autres
PREDNISOLONE;CORTIPRED 20MG CPR B/20;;autres
PREDNISOLONE;DERINOX SOL PULV NAS F/15ML;;autres
PREDNISOLONE;ISOLONE 20MG CPR EFFV B/20;;autres
PREDNISOLONE;ISOLONE 5MG CPR EFFV B/30;;autres
PREDNISOLONE;OPTIPRED COLLYRE 1% 5ML;;autres
PREDNISOLONE;PREDNI 20MG COOPER CPR SEC EFF;;autres
PREDNISOLONE + NEOMYCINE;NEOPRED COLLYRE 5ML;;autres
EAU DE MER;PHYSIOMERSPR NAS HYPE 135ML;;autres
EAU DE MER;STERIMARS.HYP NAS AD 50ML;;autres
EAU DE MER;UNIMERS.NAS HY PED 22% 100ML;;autres
OXYMETAZOLINE;RESPIBIEN NEBUL NASAL .05% 15ML;;autres
ACIDE TRANEXAMIQUE;EXACYL A.BUV 1G 5 10ML;;autres
ACIDE TRANEXAMIQUE;EXACYL CPR. PELLICU 500MG 20;;autres
ACIDE TRANEXAMIQUE;TRENAXA CPR. PELLICU 500MG 30;;autres
ALLOPURINOL;ALLOPURINOL ARROW CPR. 200MG 28;;autres
ALLOPURINOL;ZYLORIC CPR.SECAB 100MG 28;;autres
ALLOPURINOL;ZYLORIC CPR.SECAB 200MG 28;;autres
CHLORURE DE SODIUM;LARMES ARTIFICIE COLLYRE 10ML;;autres
CHLORURE DE SODIUM;VITASOL SOL P/LENTI. 24 10ML;;autres
METHYLDOPA;ALDOMET CPR. ENROB. 250MG 30;;autres
ATROPINE;ATROPINE ALCON COLLYRE .5% 10ML;;autres
NIFUROXAZIDE;APAZIDE GELULE 200MG 16;;autres
NIFUROXAZIDE;DIARYL GELULE 200MG 20;;autres
NIFUROXAZIDE;DIARYL SUSP. BUV 200MG 5ML 60ML;;autres
NIFUROXAZIDE;DYSENTYL GELULE 200MG 30;;autres
NIFUROXAZIDE;ERCEFURYL GELULE 200MG 28;;autres
NIFUROXAZIDE;NIFOX GELULE 200MG 16;;autres
METRONIDAZOLE;AMIBAZOL SUSP. BUV 125MG 5ML 100ML;;autres
METRONIDAZOLE;CIMETROL CPR. 500MG 20;;autres
METRONIDAZOLE;METROL SUSP BUV. 125MG 5ML 120ML;;autres
METRONIDAZOLE;METRONIDAZOL CRE CPR. 250MG PQ10;;autres
METRONIDAZOLE;METRONIDAZOL CRE CPR. 500MG 20;;autres
METRONIDAZOLE;METRONIDAZOLE QT CPR. 500MG 10;;autres
METRONIDAZOLE;METRONIDAZOLE QT SUSP. BUV 125MG 5ML 100ML;;autres
METRONIDAZOLE;METRONIDAZOLE TM CPR. 500MG 20;;autres
METRONIDAZOLE;METRONIDAZOLE UBI 250MG CPR 10;;autres
METRONIDAZOLE;METRONIDAZOLE UBI PDR/SIROP 125MG 5ML 100ML;;autres
METRONIDAZOLE;METRONYL SIROP 200MG 5ML 100ML;;autres
METRONIDAZOLE;METROWIN CPR. 250MG 20;;autres
METRONIDAZOLE;METROWIN CPR. 500MG 10;;autres
METRONIDAZOLE;METROZAL SUSP BUV. 125MG 5ML 120ML;;autres
NIFEDIPINE;NIFCAL CPR. 10MG 30;;autres
NIFEDIPINE;NIFEDI-DENK CPR L.P 10MG 10;;autres
